"fat_thickness [mm]","Freq [MHz]","VSWR(1) []"
10,274.81625,12.524958229763
10,276.3125,12.4342526126648
10,277.80875,12.3429079689672
10,279.305,12.2509957424054
10,280.80125,12.158584178757
10,282.2975,12.0657384093019
10,283.79375,11.9725205366949
10,285.29,11.8789897226777
10,286.78625,11.7852022771104
10,288.2825,11.6912117478507
10,289.77875,11.5970690110543
10,291.275,11.5028223615121
10,292.77125,11.4085176026823
10,294.2675,11.3141981361116
10,295.76375,11.2199050499757
10,297.26,11.1256772065018
10,298.75625,11.0315513280659
10,300.2525,10.9375620817867
10,301.74875,10.8437421624628
10,303.245,10.7501223737225
10,304.74125,10.6567317072805
10,306.2375,10.5635974202107
10,307.73375,10.4707451101667
10,309.23,10.3781987884952
10,310.72625,10.2859809512013
10,312.2225,10.1941126477418
10,313.71875,10.1026135476288
