"fat_thickness [mm]","Freq [MHz]","re(Z(1,1)) []","im(Z(1,1)) []"
5,515.7125,87.3640752594598,-34.3346695503731
5,517.20875,86.8114856986991,-33.3834247651007
5,518.705,86.261799126914,-32.4378911943611
5,520.20125,85.7150098319135,-31.4980394349337
5,521.6975,85.1711119623301,-30.5638399944904
5,523.19375,84.6300995300168,-29.6352632992312
5,524.69,84.0919664125037,-28.712279701229
5,526.18625,83.5567063555072,-27.7948594854908
5,527.6825,83.024312975489,-26.882972876743
5,529.17875,82.494779762259,-25.9765900459442
5,530.675,81.968100081619,-25.0756811165324
5,532.17125,81.444267178043,-24.1802161704131
5,533.6675,80.9232741773913,-23.2901652536926
5,535.16375,80.4051140896559,-22.4054983821619
5,536.66,79.8897798117336,-21.5261855465384
5,538.15625,79.3772641302261,-20.6521967174663
5,539.6525,78.8675597242636,-19.7835018502861
5,541.14875,78.3606591683521,-18.920070889572
5,542.645,77.8565549352423,-18.0618737734472
5,544.14125,77.3552393988184,-17.208880437677
5,545.6375,76.8567048370079,-16.3610608195469
5,547.13375,76.3609434347115,-15.5183848615285
5,548.63,75.8679472867511,-14.6808225147371
5,550.12625,75.3777084008398,-13.8483437421843
5,551.6225,74.8902187005707,-13.0209185218302
5,553.11875,74.4054700284284,-12.1985168494387
5,554.615,73.9234541488214,-11.3811087412361
5,556.11125,73.4441627511396,-10.5686642363807
5,557.6075,72.9675874528363,-9.76115339924215
5,559.10375,72.4937198025376,-8.95854632149585
5,560.6,72.0225512831815,-8.16081312403404
5,562.09625,71.5540733151895,-7.36792395869506
5,563.5925,71.0882772596721,-6.57984900981524
5,565.08875,70.6251544216735,-5.79655849560307
5,566.585,70.1646960534575,-5.01802266933986
5,568.08125,69.7068933578394,-4.24421182040609
5,569.5775,69.2517374915666,-3.47509627513897
5,571.07375,68.7992195687556,-2.71064639751798
5,572.57,68.3493306643866,-1.95083258968471
5,574.06625,67.9020618178643,-1.19562529229387
5,575.5625,67.4574040366495,-0.444994984701073
5,577.05875,67.0153482999673,0.301087815015719
5,578.555,66.5758855626003,1.04265255019552
5,580.05125,66.1390067587731,1.77972862589764
5,581.5475,65.7047028061365,2.51234540936571
5,583.04375,65.2729646098593,3.24053223065038
5,584.54,64.8437830668384,3.96431838339277
5,586.03625,64.4171490700358,4.68373312576475
5,587.5325,63.9930535129527,5.39880568156668
5,589.02875,63.5714872942539,6.10956524148163
5,590.525,63.1524413225531,6.81604096448339
5,592.02125,62.7359065213719,7.51826197939794
5,593.5175,62.3218738342885,8.21625738661722
5,595.01375,61.9103342302879,8.91005625996271
5,596.51,61.5012787093329,9.59968764869676
5,598.00625,61.0946983081706,10.2851805796799
5,599.5025,60.6905841063933,10.9665640596709
5,600.99875,60.2889272327733,11.6438670777665
5,602.495,59.8897188718943,12.3171186079773
5,603.99125,59.4929502710978,12.9863476119344
5,605.4875,59.0986127477724,13.6515830417229
5,606.98375,58.7066976970089,14.3128538428356
5,608.48,58.3171965996503,14.9701889572397
5,609.97625,57.9301010307633,15.6236173265495
5,611.4725,57.5454026685654,16.2731678952927
5,612.96875,57.1630933038385,16.918869614264
5,614.465,56.7831648498648,17.5607514439486
5,615.96125,56.4056093529236,18.198842358005
5,617.4575,56.030419003387,18.8331713467878
5,618.95375,55.6575861474608,19.463767420893
5,620.45,55.2871032996112,20.0906596147023
5,621.94625,54.9189631557307,20.713876989904
5,623.4425,54.5531586070892,21.3334486389592
5,624.93875,54.1896827551307,21.9494036884826
5,626.435,53.8285289271673,22.5617713025008
5,627.93125,53.469690693035,23.1705806855462
5,629.4275,53.1131618827759,23.7758610855384
5,630.92375,52.7589366054124,24.3776417964007
5,632.42,52.4070092688874,24.9759521603505
5,633.91625,52.0573746012436,25.5708215697944
5,635.4125,51.710027673123,26.1622794687527
5,636.90875,51.3649639216665,26.7503553537238
5,638.405,51.0221791759006,27.335078773893
5,639.90125,50.6816696836999,27.916479330575
5,641.3975,50.3434321404179,28.4945866757658
5,642.89375,50.0074637192777,29.0694305096673
5,644.39,49.6737621036229,29.6410405770295
5,645.88625,49.3423255211231,30.2094466621353
5,647.3825,49.0131527800335,30.7746785822375
5,648.87875,48.6862433076049,31.3367661792286
5,650.375,48.3615971907415,31.8957393093079
5,651.87125,48.0392152189948,32.4516278303715
5,653.3675,47.7190989299839,33.0044615868349
5,654.86375,47.4012506573154,33.5542703915526
5,656.36,47.0856735810739,34.1010840044733
5,657.85625,46.772371780933,34.6449321076242
5,659.3525,46.4613502919215,35.1858442759791
5,660.84875,46.1526151628551,35.723849943721
5,662.345,45.846173517415,36.2589783653558
5,663.84125,45.5420336178191,36.7912585710894
5,665.3375,45.2402049309867,37.3207193158199
5,666.83375,44.9406981970475,37.8473890210403
5,668.33,44.6435254999813,38.3712957088878
5,669.82625,44.3487003400985,38.8924669275106
5,671.3225,44.0562377079875,39.4109296668636
