"fat_thickness [mm]","Freq [MHz]","re(Z(1,1)) []","im(Z(1,1)) []"
7.5,204.4925,218.019922514286,-349.952495979814
7.5,205.98875,219.166910260541,-351.318106523756
7.5,207.485,220.341709169077,-352.449191127552
7.5,208.98125,221.528284571867,-353.355857528765
7.5,210.4775,222.712584547138,-354.048971243259
7.5,211.97375,223.882444035641,-354.539871624915
7.5,213.47,225.027463702483,-354.840130703552
7.5,214.96625,226.13887279472,-354.961352917557
7.5,216.4625,227.209383603137,-354.915012692175
7.5,217.95875,228.233043568084,-354.712326117477
7.5,219.455,229.205089645363,-354.364152652804
7.5,220.95125,230.121808306984,-353.880922734353
7.5,222.4475,230.980403506519,-353.272587308274
7.5,223.94375,231.778874085842,-352.548585585974
7.5,225.44,232.515901424848,-351.717827667868
7.5,226.93625,233.190747617468,-350.788689066393
7.5,228.4325,233.803164073246,-349.769014549532
7.5,229.92875,234.353310170756,-348.666129102635
7.5,231.425,234.841681405906,-347.486854156299
