"fat_thickness [mm]","Freq [MHz]","dB(S(1,1)) []"
15,285.29,-1.64079485793353
15,286.78625,-1.65479188526702
15,288.2825,-1.66901536613048
15,289.77875,-1.68346250567516
15,291.275,-1.69813043743038
15,292.77125,-1.71301624763529
15,294.2675,-1.72811700245527
15,295.76375,-1.74342977768956
15,297.26,-1.75895169050597
15,298.75625,-1.774679932678
15,300.2525,-1.7906118047519
15,301.74875,-1.80674475053863
15,303.245,-1.82307639131024
15,304.74125,-1.83960455908222
15,306.2375,-1.8563273283843
15,307.73375,-1.87324304595988
15,309.23,-1.89035035788895
15,310.72625,-1.9076482336973
15,312.2225,-1.92513598709499
15,313.71875,-1.94281329307441
15,315.215,-1.96068020119142
15,316.71125,-1.97873714494655
15,318.2075,-1.99698494727537
15,319.70375,-2.01542482224338
15,321.2,-2.03405837311983
15,322.69625,-2.05288758707314
15,324.1925,-2.07191482678781
15,325.68875,-2.09114281934705
15,327.185,-2.11057464275695
15,328.68125,-2.13021371050666
15,330.1775,-2.15006375456597
15,331.67375,-2.1701288072174
15,333.17,-2.1904131821061
15,334.66625,-2.21092145486915
15,336.1625,-2.23165844367759
15,337.65875,-2.2526291899917
15,339.155,-2.27383893979397
15,340.65125,-2.29529312552671
15,342.1475,-2.31699734892311
15,343.64375,-2.33895736488364
15,345.14,-2.36117906651401
15,346.63625,-2.38366847140804
15,348.1325,-2.40643170922848
15,349.62875,-2.4294750106123
15,351.125,-2.45280469740301
15,352.62125,-2.47642717419321
15,354.1175,-2.50034892114335
15,355.61375,-2.52457648802997
15,357.11,-2.54911648946563
15,358.60625,-2.57397560122567
15,360.1025,-2.59916055761156
15,361.59875,-2.62467814977721
15,363.095,-2.65053522494395
15,364.59125,-2.67673868642964
15,366.0875,-2.70329549441918
15,367.58375,-2.73021266740624
15,369.08,-2.75749728423909
15,370.57625,-2.78515648670763
15,372.0725,-2.8131974826128
15,373.56875,-2.84162754926392
15,375.065,-2.87045403735458
15,376.56125,-2.89968437517188
15,378.0575,-2.92932607309873
15,379.55375,-2.9593867283732
15,381.05,-2.98987403007322
15,382.54625,-3.0207957642991
15,384.0425,-3.05215981952992
15,385.53875,-3.08397419213374
15,387.035,-3.11624699201444
15,388.53125,-3.14898644838163
15,390.0275,-3.18220091563229
15,391.52375,-3.21589887933572
15,393.02,-3.25008896231565
15,394.51625,-3.2847799308254
15,396.0125,-3.31998070081382
15,397.50875,-3.35570034428176
15,399.005,-3.39194809573
15,400.50125,-3.42873335870121
15,401.9975,-3.4660657124198
15,403.49375,-3.50395491853443
15,404.99,-3.54241092796922
15,406.48625,-3.58144388789066
15,407.9825,-3.62106414879774
15,409.47875,-3.66128227174413
15,410.975,-3.70210903570155
15,412.47125,-3.74355544507439
15,413.9675,-3.78563273737622
15,415.46375,-3.82835239107949
15,416.96,-3.87172613365029
15,418.45625,-3.91576594978073
15,419.9525,-3.96048408983191
15,421.44875,-4.00589307850139
15,422.945,-4.05200572372907
15,424.44125,-4.09883512585685
15,425.9375,-4.14639468705725
15,427.43375,-4.19469812104729
15,428.93,-4.24375946310459
15,430.42625,-4.29359308040314
15,431.9225,-4.3442136826872
15,433.41875,-4.39563633330233
15,434.915,-4.4478764606036
15,436.41125,-4.50094986976174
15,437.9075,-4.554872754989
15,439.40375,-4.60966171220738
15,440.9,-4.66533375218302
15,442.39625,-4.72190631415151
15,443.8925,-4.77939727996013
15,445.38875,-4.83782498875404
15,446.885,-4.89720825223495
15,448.38125,-4.95756637052189
15,449.8775,-5.01891914864524
15,451.37375,-5.08128691370648
15,452.87,-5.14469053273787
15,454.36625,-5.20915143129739
15,455.8625,-5.27469161283661
15,457.35875,-5.34133367887999
15,458.855,-5.40910085005667
15,460.35125,-5.47801698802692
15,461.8475,-5.54810661834775
15,463.34375,-5.61939495432376
15,464.84,-5.69190792189123
15,466.33625,-5.76567218558532
15,467.8325,-5.84071517564218
15,469.32875,-5.91706511628939
15,470.825,-5.99475105528014
15,472.32125,-6.07380289472769
15,473.8175,-6.15425142329873
15,475.31375,-6.2361283498248
15,476.81,-6.31946633839239
15,478.30625,-6.40429904497256
15,479.8025,-6.49066115565106
15,481.29875,-6.57858842651962
15,482.795,-6.66811772528744
15,484.29125,-6.75928707467019
15,485.7875,-6.8521356976102
15,487.28375,-6.94670406437709
15,488.78,-7.04303394159187
15,490.27625,-7.14116844320891
15,491.7725,-7.24115208347999
15,493.26875,-7.34303083191043
15,494.765,-7.44685217020056
15,496.26125,-7.5526651511441
15,497.7575,-7.66052045942839
15,499.25375,-7.77047047424879
15,500.75,-7.8825693336093
15,502.24625,-7.99687300013231
15,503.7425,-8.11343932814038
15,505.23875,-8.23232813170094
15,506.735,-8.35360125323538
15,508.23125,-8.47732263218846
15,509.7275,-8.60355837312418
15,511.22375,-8.73237681245821
15,512.72,-8.86384858284903
15,514.21625,-8.99804667404241
15,515.7125,-9.13504648868994
15,517.20875,-9.27492589133175
15,518.705,-9.41776524833512
15,520.20125,-9.56364745610009
15,521.6975,-9.7126579542639
15,523.19375,-9.86488471993681
15,524.69,-10.0204182381587
15,526.18625,-10.1793514427493
15,527.6825,-10.3417796204951
15,529.17875,-10.5078002701359
15,530.675,-10.6775129058241
15,532.17125,-10.8510187925697
15,533.6675,-11.0284205985778
15,535.16375,-11.2098219462428
15,536.66,-11.3953268397698
15,538.15625,-11.5850389428321
15,539.6525,-11.7790606741794
15,541.14875,-11.9774920825248
15,542.645,-12.180429454149
15,544.14125,-12.387963597251
15,545.6375,-12.6001777359096
15,547.13375,-12.8171449333447
15,548.63,-13.0389249487611
15,550.12625,-13.2655604142352
15,551.6225,-13.4970721978023
15,553.11875,-13.7334537962566
15,554.615,-13.9746645766726
15,556.11125,-14.2206216603427
15,557.6075,-14.4711902186171
15,559.10375,-14.7261719302544
15,560.6,-14.9852913394525
15,562.09625,-15.2481798605455
15,563.5925,-15.5143572108162
15,565.08875,-15.7832101331157
15,566.585,-16.0539684167289
15,568.08125,-16.3256784660283
15,569.5775,-16.5971750349947
15,571.07375,-16.8670522765174
15,572.57,-17.1336359772918
15,574.06625,-17.3949597701625
15,575.5625,-17.648749199914
15,577.05875,-17.8924186538009
15,578.555,-18.1230871311894
15,580.05125,-18.3376192584617
15,581.5475,-18.532697374168
15,583.04375,-18.7049283973544
15,584.54,-18.8509851825786
15,586.03625,-18.9677762208704
15,587.5325,-19.0526306353349
15,589.02875,-19.1034790164324
15,590.525,-19.1190068455075
15,592.02125,-19.0987579764828
15,593.5175,-19.0431716743624
15,595.01375,-18.9535470643292
15,596.51,-18.8319408930872
15,598.00625,-18.6810149257936
15,599.5025,-18.5038554371994
15,600.99875,-18.3037880847283
15,602.495,-18.0842077315463
15,603.99125,-17.8484364160067
15,605.4875,-17.5996157451972
15,606.98375,-17.3406341132419
15,608.48,-17.074085094772
15,609.97625,-16.8022512152282
15,611.4725,-16.5271066917964
15,612.96875,-16.2503331547341
15,614.465,-15.9733433150148
15,615.96125,-15.6973086786422
15,617.4575,-15.4231884946764
15,618.95375,-15.1517580489987
15,620.45,-14.8836351419181
15,621.94625,-14.6193041222799
15,623.4425,-14.3591372222928
15,624.93875,-14.1034131806953
15,626.435,-13.8523332902928
15,627.93125,-13.6060350872706
15,629.4275,-13.3646039359102
15,630.92375,-13.1280827696114
15,632.42,-12.8964802389567
15,633.91625,-12.6697774978118
15,635.4125,-12.4479338342994
15,636.90875,-12.2308913281707
15,638.405,-12.0185786915643
15,639.90125,-11.8109144274541
15,641.3975,-11.6078094197321
15,642.89375,-11.4091690510002
15,644.39,-11.2148949286896
15,645.88625,-11.0248862869073
15,647.3825,-10.8390411202069
15,648.87875,-10.6572570960338
15,650.375,-10.4794322846819
15,651.87125,-10.305465738982
15,653.3675,-10.1352579504321
15,654.86375,-9.96871120389525
15,656.36,-9.80572984918723
15,657.85625,-9.64622050471763
15,659.3525,-9.49009220573168
15,660.84875,-9.33725650753265
15,662.345,-9.18762755226471
15,663.84125,-9.04112210634987
15,665.3375,-8.89765957443657
15,666.83375,-8.7571619946942
15,668.33,-8.61955401943886
15,669.82625,-8.48476288437122
15,671.3225,-8.35271836911982
15,672.81875,-8.22335275129838
15,674.315,-8.09660075587703
15,675.81125,-7.97239950133124
15,677.3075,-7.85068844374612
15,678.80375,-7.73140931981824
15,680.3,-7.61450608949518
15,681.79625,-7.49992487882297
15,683.2925,-7.38761392342747
15,684.78875,-7.27752351292987
15,686.285,-7.16960593648728
15,687.78125,-7.0638154295541
15,689.2775,-6.96010812187177
15,690.77375,-6.85844198661704
15,692.27,-6.75877679056349
15,693.76625,-6.66107404504213
15,695.2625,-6.56529695741821
15,696.75875,-6.47141038273594
15,698.255,-6.37938077511528
15,699.75125,-6.28917613842067
15,701.2475,-6.20076597565401
15,702.74375,-6.11412123645877
15,704.24,-6.02921426205703
15,705.73625,-5.94601872687688
15,707.2325,-5.86450957606826
15,708.72875,-5.78466295804992
15,710.225,-5.7064561511845
15,711.72125,-5.62986748364374
15,713.2175,-5.55487624550786
15,714.71375,-5.48146259214615
15,716.21,-5.40960743795564
15,717.70625,-5.33929233959853
15,719.2025,-5.27049936798367
15,720.69875,-5.20321096838961
15,722.195,-5.13740980833584
15,723.69125,-5.07307861308006
15,725.1875,-5.01019998895982
15,726.68375,-4.94875623521116
15,728.18,-4.88872914538592
15,729.67625,-4.83009980005292
15,731.1725,-4.772848353097
15,732.66875,-4.71695381461521
15,734.165,-4.66239383412967
15,735.66125,-4.60914448856584
15,737.1575,-4.55718008015011
15,738.65375,-4.50647295001958
15,740.15,-4.45699331385945
15,741.64625,-4.40870912624197
15,743.1425,-4.361585980474
15,744.63875,-4.31558705062291
15,746.135,-4.27067308193202
15,747.63125,-4.22680243502809
15,749.1275,-4.18393118814698
15,750.62375,-4.14201330006951
15,752.12,-4.10100083459982
15,753.61625,-4.06084424529862
15,755.1125,-4.02149271689145
15,756.60875,-3.98289455742611
15,758.105,-3.94499763298294
15,759.60125,-3.90774983469044
15,761.0975,-3.87109956610511
15,762.59375,-3.83499623779912
15,764.09,-3.799390755362
15,765.58625,-3.76423598701774
15,767.0825,-3.72948719770587
15,768.57875,-3.69510243773961
15,770.075,-3.66104287596227
15,771.57125,-3.62727306956225
15,773.0675,-3.59376116523463
15,774.56375,-3.56047902904081
15,776.06,-3.52740230495725
15,777.55625,-3.4945104045783
15,779.0525,-3.46178643261939
15,780.54875,-3.4292170546674
15,782.045,-3.39679231498142
15,783.54125,-3.36450541303974
15,785.0375,-3.3323524479633
15,786.53375,-3.30033213995881
15,788.03,-3.26844553757338
15,789.52625,-3.23669571890329
15,791.0225,-3.20508749403191
15,792.51875,-3.17362711495803
15,794.015,-3.14232199818771
15,795.51125,-3.11118046406257
15,797.0075,-3.08021149583342
15,798.50375,-3.04942452050138
15,800,-3.01882921256511
